qid	query	docid	docno	rank	score
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	925	926	19	21.85676216759309
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	952	953	20	21.115949548035225
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	1130	1131	21	21.057609497018724
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	1038	1039	22	21.031013703329524
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	829	830	23	20.97859775456967
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	1037	1038	24	20.959045527108962
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	842	843	25	20.86185759004456
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	934	935	26	20.82697748487567
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	759	760	27	20.822056000478717
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	838	839	28	20.783020889231782
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	887	888	29	20.757223642016612
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	764	765	30	20.187476620895268
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	825	826	31	20.08825280303886
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	821	822	32	20.055793852988515
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	1145	1146	33	19.95203163221894
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	1117	1118	34	19.886682417512443
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	1116	1117	35	19.83618006823675
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	1050	1051	36	19.82093185691546
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	411	412	37	19.55309713882481
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	741	742	38	19.345199530931485
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	927	928	39	19.166884067631756
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	1144	1145	40	19.095143765269423
